ID,Age,Height,Weight,Sex,Total,Sport
3308,24,172.0,60.0,M,0,Athletics
3309,29,178.0,69.0,M,0,Triathlon
3310,17,169.0,61.0,F,0,Swimming
3311,25,162.0,,M,0,Gymnastics - Artistic
3312,25,170.0,66.0,M,0,Wrestling
3313,27,184.0,77.0,M,0,Swimming
3314,16,147.0,,F,0,Gymnastics - Artistic
3315,28,178.0,64.0,F,0,Basketball
3316,17,172.0,,F,0,Gymnastics - Rhythmic
3317,19,182.0,79.0,F,0,Basketball
3318,31,165.0,65.0,F,0,Sailing
3319,23,194.0,75.0,F,0,Volleyball
3320,38,186.0,85.0,M,0,Shooting
3321,23,187.0,83.0,M,0,Football
3322,20,158.0,48.0,F,0,Diving
3323,25,165.0,65.0,F,1,Cycling - Track
3324,29,185.0,88.0,M,0,Sailing
3325,23,175.0,108.0,F,0,Athletics
3326,23,186.0,,M,0,Boxing
3327,20,,,F,0,Gymnastics - Artistic
3328,28,178.0,90.0,M,0,Judo
3329,27,191.0,87.0,M,0,Athletics
3330,31,184.0,83.0,M,0,Volleyball
3331,24,,,M,0,Athletics
3332,31,158.0,60.0,F,0,"Cycling - Road, Cycling - Track"
3333,22,,89.0,M,1,Judo
3334,20,175.0,,M,0,Gymnastics - Artistic
3335,27,181.0,73.0,M,0,Hockey
3336,23,163.0,59.0,F,0,Hockey
3337,34,,,F,0,Athletics
3338,29,175.0,58.0,F,0,Athletics
3339,20,171.0,70.0,F,0,Fencing
3340,22,185.0,,M,0,Taekwondo
3341,24,180.0,72.0,M,0,Sailing
3342,22,175.0,60.0,F,0,Swimming
3343,26,171.0,,M,0,Gymnastics - Artistic
3344,33,,,F,0,Cycling - Road
3345,34,180.0,82.0,M,0,Sailing
3346,29,163.0,68.0,F,0,Handball
3347,21,178.0,82.0,M,0,Athletics
3348,21,169.0,65.0,F,0,Football
3349,28,171.0,,M,0,Gymnastics - Artistic
3350,25,185.0,55.0,F,0,Athletics
3351,22,173.0,65.0,M,0,Football
3352,20,188.0,81.0,M,0,Athletics
3353,23,179.0,83.0,M,0,Athletics
3354,35,187.0,90.0,M,0,Judo
3355,26,186.0,73.0,M,0,Rowing
3356,21,178.0,69.0,F,0,Water Polo
3357,26,180.0,67.0,F,0,Swimming
3358,36,192.0,105.0,M,0,Water Polo
3359,24,180.0,72.0,M,0,Shooting
3360,21,170.0,66.0,M,0,Diving
3361,20,174.0,59.0,F,0,Athletics
3362,25,179.0,73.0,M,0,Cycling - Road
3363,23,183.0,78.0,M,0,Swimming
3364,32,191.0,100.0,M,0,Canoe Sprint
3365,34,170.0,56.0,F,0,Athletics
3366,24,179.0,74.0,M,0,Wrestling
3367,24,185.0,75.0,M,0,Cycling - Track
3368,21,187.0,82.0,M,0,Hockey
3369,32,175.0,61.0,F,0,Cycling - Mountain Bike
3370,30,175.0,60.0,M,0,Judo
3371,15,170.0,55.0,F,0,Swimming
3372,24,179.0,76.0,M,0,Hockey
3373,20,190.0,90.0,M,0,Swimming
3374,29,,,M,0,Athletics
3375,24,191.0,80.0,M,0,Athletics
3376,22,193.0,92.0,M,0,Swimming
3377,37,179.0,79.0,M,0,Cycling - Road
3378,24,178.0,55.0,F,0,Athletics
3379,31,168.0,65.0,M,0,Shooting
3380,26,176.0,,F,0,Taekwondo
3381,32,173.0,84.0,M,0,Wrestling
3382,36,183.0,80.0,F,1,Rowing
3383,25,166.0,60.0,M,0,Triathlon
3384,41,171.0,65.0,F,0,Sailing
3385,21,161.0,55.0,F,0,Archery
3386,23,186.0,82.0,M,0,Swimming
3387,20,172.0,60.0,F,0,Swimming
3388,27,195.0,98.0,M,0,Volleyball
3389,26,190.0,77.0,M,0,Tennis
3390,20,178.0,73.0,F,0,Swimming
3391,27,207.0,98.0,M,0,Volleyball
3392,40,176.0,98.0,F,0,Athletics
3393,27,185.0,82.0,M,0,Rowing
3394,28,157.0,54.0,F,0,Shooting
3395,21,173.0,68.0,F,0,Rowing
3396,26,170.0,62.0,F,0,Athletics
3397,26,202.0,94.0,M,0,Rowing
3398,24,198.0,94.0,M,1,Swimming
3399,28,168.0,50.0,F,0,Athletics
3400,23,,,M,0,Athletics
3401,22,181.0,94.0,M,0,Weightlifting
3402,21,167.0,62.0,F,0,Football
3403,20,194.0,80.0,M,0,Athletics
3404,25,191.0,91.0,M,0,Athletics
3405,27,180.0,63.0,F,0,Athletics
3406,26,185.0,78.0,M,0,Athletics
3407,24,156.0,56.0,F,0,Football
3408,28,198.0,98.0,M,0,Rowing
3409,22,184.0,73.0,M,0,Athletics
3410,20,,,F,0,Swimming
3411,30,184.0,82.0,M,0,Cycling - Road
3412,29,,,F,0,Athletics
3413,29,167.0,57.0,F,0,Modern Pentathlon
3414,27,203.0,104.0,M,2,Swimming
3415,29,179.0,69.0,F,0,Rowing
3416,19,177.0,66.0,M,0,Sailing
3417,30,185.0,71.0,M,0,Athletics
3418,40,172.0,68.0,M,0,Equestrian
3419,28,171.0,65.0,F,0,Badminton
3420,22,184.0,72.0,F,0,Rowing
3421,26,196.0,76.0,M,0,Swimming
3422,22,169.0,62.0,F,0,Wrestling
3423,25,183.0,73.0,M,0,Sailing
3424,23,172.0,65.0,F,0,Swimming
3425,36,182.0,84.0,M,0,Shooting
3426,27,181.0,,F,0,Handball
3427,25,167.0,63.0,F,0,Athletics
3428,23,195.0,82.0,F,0,Basketball
3429,16,146.0,,F,1,Gymnastics - Artistic
3430,26,190.0,92.0,M,0,Rowing
3431,27,181.0,62.0,F,0,Athletics
3432,28,180.0,73.0,M,0,Cycling - Road
3433,25,167.0,62.0,F,0,Sailing
3434,30,170.0,60.0,F,0,Triathlon
3435,23,194.0,98.0,M,1,Rowing
3436,27,190.0,100.0,M,1,Judo
3437,28,173.0,,F,0,Synchronised Swimming
3438,24,170.0,62.0,F,0,Swimming
3439,27,180.0,78.0,F,0,Tennis
3440,22,182.0,85.0,M,0,Canoe Sprint
3441,33,183.0,93.0,M,0,Water Polo
3442,27,160.0,52.0,F,0,Cycling - Road
3443,30,186.0,82.0,M,0,Handball
3444,31,196.0,105.0,M,0,Handball
3445,17,170.0,,F,0,Gymnastics - Rhythmic
3446,46,178.0,80.0,F,0,Shooting
3447,29,160.0,60.0,M,0,Judo
3448,16,170.0,55.0,F,0,Swimming
3449,22,166.0,52.0,F,0,Athletics
3450,33,178.0,74.0,M,0,Wrestling
3451,26,172.0,66.0,M,0,Wrestling
3452,30,182.0,68.0,M,0,Equestrian
3453,24,170.0,58.0,M,0,Athletics
3454,32,,,M,0,Diving
3455,24,,,F,0,Cycling - Track
3456,22,174.0,66.0,M,0,Football
3457,22,181.0,73.0,M,0,Football
3458,27,185.0,75.0,M,0,Canoe Sprint
3459,28,192.0,84.0,M,0,Football
3460,18,,,F,0,Table Tennis
3461,32,168.0,65.0,F,0,Handball
3462,35,165.0,60.0,M,0,Wrestling
3463,42,175.0,80.0,M,0,Archery
3464,30,179.0,78.0,M,0,Handball
3465,28,176.0,81.0,M,0,Judo
3466,40,182.0,75.0,M,0,Equestrian
3467,23,187.0,82.0,M,0,Football
3468,20,172.0,60.0,F,0,Athletics
3469,23,178.0,65.0,F,0,Handball
3470,19,155.0,58.0,F,0,Weightlifting
3471,32,177.0,75.0,F,1,Rowing
3472,22,189.0,,M,0,Taekwondo
3473,28,200.0,102.0,M,0,Handball
3474,29,181.0,75.0,F,0,Volleyball
3475,37,173.0,73.0,M,0,Badminton
3476,23,168.0,58.0,F,0,Swimming
3477,32,190.0,100.0,M,0,Handball
3478,31,178.0,67.0,F,0,Cycling - Road
3479,23,162.0,62.0,F,0,Hockey
3480,21,163.0,53.0,F,0,Athletics
3481,28,204.0,112.0,M,0,Basketball
3482,34,202.0,110.0,M,0,Basketball
3483,18,160.0,50.0,M,0,Swimming
3484,23,190.0,83.0,M,0,Football
3485,30,197.0,93.0,M,0,Rowing
3486,28,,,F,0,Badminton
3487,29,174.0,51.0,F,0,Fencing
3488,44,175.0,60.0,M,0,Equestrian
3489,21,176.0,68.0,F,0,Canoe Sprint
3490,20,173.0,59.0,F,0,Swimming
3491,25,190.0,,M,0,Boxing
3492,22,164.0,63.0,F,0,Judo
3493,22,172.0,61.0,F,0,Handball
3494,23,182.0,78.0,M,0,Swimming
3495,30,175.0,73.0,F,0,Water Polo
3496,27,187.0,76.0,M,0,Rowing
3497,26,184.0,75.0,M,0,Cycling - Road
3498,23,185.0,77.0,M,1,Swimming
3499,20,174.0,68.0,M,0,Swimming
3500,28,170.0,74.0,M,0,Wrestling
3501,24,171.0,62.0,F,0,Swimming
3502,20,194.0,83.0,M,0,Swimming
3503,28,188.0,82.0,M,0,Fencing
3504,27,183.0,60.0,M,0,Athletics
3505,27,199.0,105.0,M,0,Handball
3506,23,,,F,0,Wrestling
3507,22,164.0,53.0,F,0,Athletics
3508,21,175.0,60.0,F,0,Swimming
3509,27,171.0,56.0,F,0,Shooting
3510,33,196.0,127.0,M,0,Athletics
3511,31,191.0,95.0,M,0,Handball
3512,30,160.0,63.0,F,1,Judo
3513,19,156.0,69.0,F,0,Weightlifting
3514,32,191.0,89.0,M,0,Water Polo
3515,27,170.0,56.0,F,0,Tennis
3516,26,174.0,,F,0,Synchronised Swimming
3517,20,171.0,66.0,F,0,Water Polo
3518,29,196.0,98.0,M,0,Rowing
3519,23,180.0,76.0,M,0,Cycling - Track
3520,20,,,F,0,Swimming
3521,30,190.0,93.0,M,0,Rowing
3522,31,167.0,58.0,F,0,Volleyball
3523,27,166.0,63.0,F,0,Judo
3524,28,180.0,60.0,M,0,Athletics
3525,31,194.0,80.0,M,0,Cycling - Road
3526,27,169.0,78.0,F,0,Judo
3527,27,200.0,104.0,M,0,Volleyball
3528,23,187.0,80.0,M,0,Sailing
3529,22,188.0,73.0,F,0,Volleyball
3530,25,172.0,63.0,F,0,Badminton
3531,17,171.0,63.0,M,0,Canoe Sprint
3532,30,164.0,58.0,F,0,Hockey
3533,25,190.0,77.0,M,0,Tennis
3534,28,178.0,79.0,M,0,Sailing
3535,29,185.0,88.0,M,0,Athletics
3536,18,161.0,47.0,F,0,Hockey
3537,23,167.0,56.0,F,0,Athletics
3538,26,168.0,72.0,M,0,Swimming
3539,35,196.0,97.0,M,0,Rowing
3540,23,173.0,61.0,F,0,Athletics
3541,28,174.0,69.0,F,0,Table Tennis
3542,27,192.0,110.0,M,0,Athletics
3543,27,157.0,52.0,F,0,Judo
3544,21,,,M,0,Cycling - Road
3545,23,,,M,0,Boxing
3546,26,207.0,110.0,M,0,Basketball
3547,18,183.0,86.0,M,0,Swimming
3548,23,168.0,68.0,M,0,Swimming
3549,23,183.0,83.0,M,0,Hockey
3550,26,165.0,73.0,M,0,Judo
3551,34,203.0,104.0,M,0,Basketball
3552,21,180.0,76.0,F,0,Rowing
3553,27,175.0,80.0,M,0,Canoe Sprint
3554,33,178.0,78.0,M,0,Cycling - Road
3555,17,175.0,68.0,M,1,Swimming
3556,25,168.0,52.0,F,0,Cycling - Road
3557,22,157.0,57.0,F,0,Hockey
3558,34,169.0,50.0,F,0,Athletics
3559,25,180.0,82.0,M,0,Hockey
3560,29,176.0,69.0,F,1,Rowing
3561,21,194.0,91.0,M,0,Swimming
3562,19,180.0,66.0,F,0,Swimming
3563,34,171.0,65.0,F,0,Beach Volleyball
3564,21,166.0,,F,0,Taekwondo
3565,17,171.0,65.0,F,0,Canoe Sprint
3566,34,191.0,120.0,M,0,Athletics
3567,30,186.0,,M,0,Boxing
3568,34,170.0,72.0,F,0,Wrestling
3569,26,180.0,85.0,M,0,Shooting
3570,24,163.0,,M,0,Gymnastics - Artistic
3571,29,206.0,98.0,M,0,Rowing
3572,19,168.0,72.0,M,0,Equestrian
3573,40,170.0,73.0,M,0,Shooting
3574,23,170.0,60.0,M,0,Wrestling
3575,21,165.0,52.0,F,0,Swimming
3576,30,172.0,72.0,F,0,Football
3577,30,170.0,65.0,F,0,Football
3578,28,170.0,61.0,F,0,Cycling - Track
3579,21,173.0,,F,0,Synchronised Swimming
3580,35,168.0,62.0,F,0,Basketball
3581,22,179.0,,M,0,Boxing
3582,31,186.0,75.0,M,0,Shooting
3583,28,158.0,54.0,F,0,Volleyball
3584,26,163.0,55.0,F,0,Hockey
3585,30,172.0,70.0,M,0,Shooting
3586,20,184.0,75.0,M,0,Table Tennis
3587,24,156.0,55.0,F,0,Wrestling
3588,30,183.0,85.0,M,1,Swimming
3589,30,170.0,66.0,F,0,Canoe Sprint
3590,25,178.0,72.0,F,0,Sailing
3591,31,180.0,90.0,M,0,Shooting
3592,20,180.0,73.0,M,0,Cycling - Track
3593,24,196.0,98.0,M,0,Handball
3594,22,167.0,68.0,F,0,Cycling - Track
3595,29,179.0,73.0,F,1,Rowing
3596,29,181.0,63.0,F,0,Tennis
3597,21,190.0,83.0,F,0,Basketball
3598,17,185.0,80.0,M,1,Swimming
3599,27,171.0,58.0,M,0,Sailing
3600,25,202.0,110.0,M,0,Water Polo
3601,32,181.0,,F,0,Handball
3602,25,181.0,85.0,M,0,Canoe Sprint
3603,19,184.0,,M,0,Boxing
3604,28,196.0,96.0,M,0,Athletics
3605,22,196.0,100.0,M,0,Basketball
3606,34,197.0,87.0,M,0,Rowing
3607,25,183.0,69.0,F,1,Swimming
3608,22,193.0,93.0,M,0,Handball
3609,26,178.0,57.0,F,0,Equestrian
3610,23,185.0,84.0,F,0,Handball
3611,25,188.0,79.0,F,0,Volleyball
3612,25,174.0,,F,0,Taekwondo
3613,20,174.0,72.0,M,0,Athletics
3614,28,168.0,61.0,F,0,Athletics
3615,26,173.0,71.0,M,0,Hockey
3616,29,198.0,115.0,M,0,Athletics
3617,21,167.0,55.0,F,0,Athletics
3618,30,,,F,0,Athletics
3619,26,186.0,89.0,M,0,Rowing
3620,25,170.0,64.0,M,0,Athletics
3621,19,183.0,98.0,M,0,Swimming
3622,20,181.0,81.0,M,0,Athletics
3623,23,167.0,55.0,F,0,Hockey
3624,34,170.0,60.0,F,0,Triathlon
3625,22,173.0,75.0,F,1,Judo
3626,20,188.0,82.0,M,0,Tennis
3627,20,170.0,60.0,F,0,Hockey
3628,25,169.0,69.0,M,0,Diving
3629,29,160.0,52.0,F,0,Judo
3630,19,188.0,79.0,M,0,Swimming
3631,25,178.0,100.0,F,0,Water Polo
3632,20,152.0,,F,0,Gymnastics - Artistic
3633,23,160.0,,F,0,Trampoline
3634,50,173.0,72.0,M,0,Table Tennis
3635,21,159.0,51.0,F,1,Diving
3636,28,172.0,60.0,F,0,Rowing
3637,27,173.0,63.0,F,0,Football
3638,27,183.0,87.0,M,0,Canoe Sprint
3639,24,168.0,59.0,F,0,Football
3640,28,199.0,94.0,M,0,Handball
3641,26,168.0,56.0,F,0,Rowing
3642,24,180.0,67.0,F,1,Swimming
3643,22,179.0,74.0,M,0,Swimming
3644,37,170.0,68.0,M,0,Equestrian
3645,30,171.0,63.0,F,0,Athletics
3646,34,171.0,58.0,M,0,Athletics
3647,23,,,M,0,Modern Pentathlon
3648,24,180.0,75.0,F,0,Rowing
3649,35,180.0,74.0,M,0,Cycling - Road
3650,20,158.0,49.0,F,0,Cycling - Mountain Bike
3651,24,197.0,95.0,M,0,Rowing
3652,24,172.0,69.0,F,0,Volleyball
3653,27,172.0,85.0,M,0,Weightlifting
3654,21,,,M,0,Athletics
3655,28,171.0,60.0,F,0,Cycling - Road
3656,32,156.0,46.0,F,0,Athletics
3657,18,160.0,55.0,F,0,Swimming
3658,25,168.0,67.0,M,0,Canoe Sprint
3659,30,163.0,,M,0,Boxing
3660,32,178.0,110.0,M,0,Weightlifting
3661,29,185.0,,F,0,Synchronised Swimming
3662,30,152.0,53.0,F,0,Weightlifting
3663,24,185.0,77.0,M,0,Athletics
3664,23,163.0,58.0,F,0,Athletics
3665,49,168.0,56.0,F,0,Equestrian
3666,35,169.0,65.0,M,0,Canoe Slalom
3667,30,178.0,68.0,M,0,Table Tennis
3668,22,177.0,64.0,M,0,Triathlon
3669,17,155.0,,F,0,Gymnastics - Artistic
3670,20,186.0,77.0,M,0,Cycling - Track
3671,16,167.0,68.0,F,0,Swimming
3672,26,175.0,60.0,F,1,Swimming
3673,27,183.0,84.0,M,0,Wrestling
3674,30,174.0,70.0,F,0,Handball
3675,21,183.0,71.0,F,0,Tennis
3676,23,160.0,58.0,F,0,Weightlifting
3677,24,170.0,70.0,M,0,Cycling - BMX
3678,21,178.0,71.0,M,0,Swimming
3679,33,172.0,66.0,M,0,Cycling - Mountain Bike
3680,21,185.0,73.0,M,0,Football
3681,18,160.0,51.0,F,0,Football
3682,21,170.0,70.0,M,0,Football
3683,23,167.0,61.0,M,0,Athletics
3684,34,170.0,59.0,M,0,Athletics
3685,21,,,F,0,Taekwondo
3686,23,166.0,50.0,F,0,Athletics
3687,23,175.0,69.0,M,0,Football
3688,29,184.0,75.0,M,0,Athletics
3689,43,187.0,89.0,M,0,Sailing
3690,45,183.0,81.0,M,0,Equestrian
3691,35,194.0,93.0,M,0,Beach Volleyball
3692,30,160.0,52.0,F,0,Triathlon
3693,31,180.0,68.0,M,0,Tennis
3694,40,203.0,104.0,M,0,Beach Volleyball
3695,35,161.0,52.0,F,0,Judo
3696,30,170.0,60.0,F,1,Diving
3697,38,197.0,86.0,M,0,Volleyball
3698,30,175.0,64.0,M,0,Badminton
3699,25,170.0,,M,0,Gymnastics - Artistic
3700,29,180.0,84.0,M,0,Wrestling
3701,22,178.0,69.0,M,0,Football
3702,26,,,F,0,Football
3703,21,,,M,0,Athletics
3704,25,173.0,67.0,F,0,Swimming
3705,32,171.0,68.0,F,0,Cycling - Track
3706,33,176.0,,M,0,Boxing
3707,26,160.0,48.0,F,0,Athletics
3708,29,211.0,125.0,M,0,Basketball
3709,44,164.0,56.0,F,0,Canoe Slalom
3710,33,179.0,68.0,F,0,Football
3711,50,180.0,66.0,F,0,Equestrian
3712,33,171.0,55.0,M,1,Rowing
3713,20,166.0,58.0,F,0,Hockey
3714,22,181.0,76.0,M,0,Hockey
3715,32,180.0,82.0,M,0,Sailing
3716,32,193.0,74.0,F,0,Beach Volleyball
3717,22,168.0,60.0,F,0,Swimming
3718,19,177.0,83.0,M,1,Cycling - Track
3719,35,163.0,54.0,F,0,Athletics
3720,24,159.0,52.0,F,0,Athletics
3721,36,202.0,110.0,M,0,Water Polo
3722,24,175.0,73.0,M,0,Table Tennis
3723,22,175.0,75.0,M,0,Swimming
3724,27,158.0,54.0,F,0,Table Tennis
3725,27,160.0,60.0,M,1,Judo
3726,30,165.0,58.0,F,0,Fencing
3727,28,180.0,70.0,M,0,Rowing
3728,32,178.0,65.0,M,0,Athletics
3729,21,170.0,74.0,F,0,Athletics
3730,26,,,F,0,Athletics
3731,22,172.0,60.0,F,0,Athletics
3732,27,171.0,62.0,F,0,Cycling - BMX
3733,25,175.0,60.0,F,0,Tennis
3734,21,172.0,62.0,M,0,Athletics
3735,25,166.0,56.0,F,0,Football
3736,31,198.0,107.0,M,0,Handball
3737,29,,,F,0,Boxing
3738,29,178.0,82.0,M,0,Sailing
3739,20,170.0,70.0,M,0,Table Tennis
3740,20,177.0,67.0,M,0,Athletics
3741,37,178.0,80.0,M,0,Shooting
3742,32,176.0,75.0,M,1,Canoe Slalom
3743,32,188.0,87.0,M,1,Canoe Slalom
3744,24,180.0,76.0,M,0,Football
3745,25,195.0,90.0,M,0,Swimming
3746,21,167.0,57.0,F,0,Swimming
3747,23,185.0,79.0,F,0,Volleyball
3748,28,189.0,75.0,F,0,Basketball
3749,29,197.0,95.0,M,0,Canoe Sprint
3750,27,,,M,0,Rowing
3751,34,180.0,147.0,M,0,Athletics
3752,25,184.0,79.0,M,0,Hockey
3753,23,182.0,72.0,F,0,Rowing
3754,22,180.0,68.0,M,0,Football
3755,31,186.0,102.0,M,0,Sailing
3756,34,185.0,72.0,M,0,Athletics
3757,28,202.0,103.0,M,0,Rowing
3758,71,168.0,61.0,M,0,Equestrian
3759,25,170.0,59.0,F,0,Athletics
3760,23,,,F,0,Basketball
3761,23,194.0,96.0,M,0,Water Polo
3762,26,168.0,59.0,F,0,Triathlon
3763,32,160.0,54.0,F,0,Athletics
3764,25,192.0,88.0,M,0,Canoe Sprint
3765,22,178.0,68.0,F,0,Athletics
3766,30,203.0,93.0,M,0,Volleyball
3767,30,186.0,60.0,F,0,Athletics
3768,26,177.0,84.0,M,0,Canoe Sprint
3769,28,175.0,62.0,F,0,Beach Volleyball
3770,24,183.0,72.0,M,0,Athletics
3771,22,181.0,80.0,M,0,Athletics
3772,48,152.0,60.0,F,0,Equestrian
3773,40,196.0,96.0,M,0,Handball
3774,22,173.0,75.0,M,0,Fencing
3775,24,181.0,100.0,M,0,Judo
3776,24,161.0,,F,0,Gymnastics - Artistic
3777,21,192.0,81.0,M,0,Fencing
3778,29,172.0,72.0,M,0,Hockey
3779,23,166.0,59.0,F,0,Hockey
3780,26,180.0,75.0,M,0,Handball
3781,26,164.0,55.0,F,0,Hockey
3782,24,191.0,75.0,F,0,Volleyball
3783,30,187.0,85.0,M,0,Athletics
3784,20,180.0,,M,0,Boxing
3785,20,175.0,63.0,F,0,Athletics
3786,31,182.0,83.0,M,0,Hockey
3787,32,179.0,71.0,F,0,Basketball
3788,25,182.0,85.0,M,0,Football
3789,32,178.0,65.0,M,0,Athletics
3790,41,190.0,87.0,M,0,Equestrian
3791,37,176.0,60.0,F,0,Cycling - Track
3792,25,177.0,,M,0,Boxing
3793,29,185.0,91.0,M,0,Rowing
3794,17,180.0,70.0,F,0,Swimming
3795,31,173.0,78.0,M,0,Athletics
3796,29,200.0,100.0,M,1,Rowing
3797,33,162.0,70.0,F,0,Equestrian
3798,25,188.0,82.0,M,0,Water Polo
3799,22,165.0,59.0,F,0,Judo
3800,17,179.0,69.0,M,0,Football
3801,22,194.0,130.0,M,0,Athletics
3802,20,193.0,86.0,M,0,Swimming
3803,53,157.0,60.0,M,0,Equestrian
3804,36,185.0,93.0,M,1,Cycling - Track
3805,43,,69.0,M,0,Table Tennis
3806,24,162.0,57.0,F,0,Football
3807,28,180.0,90.0,M,0,Archery
3808,27,172.0,75.0,M,0,Canoe Slalom
3809,23,165.0,54.0,F,0,Cycling - Track
3810,22,186.0,92.0,M,0,Canoe Sprint
3811,30,170.0,65.0,M,0,Diving
3812,20,154.0,,F,0,Gymnastics - Artistic
3813,26,158.0,,F,0,Trampoline
3814,36,160.0,68.0,F,0,Weightlifting
3815,21,178.0,63.0,F,0,Rowing
3816,29,176.0,66.0,F,0,Athletics
3817,22,175.0,,F,0,Synchronised Swimming
3818,28,177.0,80.0,F,0,Sailing
3819,28,167.0,56.0,F,0,Table Tennis
3820,22,181.0,77.0,M,0,Swimming
3821,21,184.0,72.0,M,0,Rowing
3822,28,193.0,90.0,M,0,Canoe Sprint
3823,29,164.0,50.0,F,0,Table Tennis
3824,35,180.0,73.0,F,0,Tennis
3825,21,168.0,60.0,M,0,Shooting
3826,25,175.0,,M,0,Boxing
3827,27,165.0,49.0,F,0,Athletics
3828,33,180.0,65.0,F,0,Athletics
3829,22,175.0,63.0,F,0,Hockey
3830,16,175.0,56.0,M,0,Swimming
3831,18,186.0,,M,0,Taekwondo
3832,20,185.0,,M,0,Boxing
3833,26,,,M,0,Swimming
3834,23,190.0,77.0,M,0,Athletics
3835,26,171.0,69.0,M,0,Canoe Slalom
3836,28,179.0,71.0,M,0,Cycling - Road
3837,27,191.0,87.0,M,0,Tennis
3838,29,165.0,51.0,F,0,Athletics
3839,17,173.0,,F,0,Gymnastics - Rhythmic
3840,27,196.0,100.0,M,0,Water Polo
3841,31,154.0,48.0,F,0,Wrestling
3842,34,175.0,73.0,M,0,Judo
3843,34,175.0,100.0,M,0,Judo
3844,26,175.0,,F,0,Taekwondo
3845,23,182.0,71.0,M,0,Football
3846,22,181.0,64.0,M,0,Modern Pentathlon
3847,24,175.0,70.0,F,0,Judo
3848,25,177.0,68.0,F,0,Volleyball
3849,28,183.0,86.0,M,0,Athletics
3850,30,180.0,75.0,M,0,Canoe Sprint
3851,29,175.0,75.0,M,0,Hockey
3852,23,168.0,61.0,M,0,Athletics
3853,22,178.0,74.0,M,0,Athletics
3854,26,170.0,,M,0,Gymnastics - Artistic
3855,25,172.0,68.0,M,0,Hockey
3856,24,177.0,72.0,F,0,Badminton
3857,18,167.0,65.0,M,0,Athletics
3858,17,178.0,61.0,M,0,Athletics
3859,24,185.0,77.0,M,0,Handball
3860,23,173.0,77.0,F,0,Judo
3861,21,175.0,70.0,F,0,Athletics
3862,26,167.0,70.0,F,0,Canoe Sprint
3863,22,180.0,72.0,M,0,Football
3864,22,167.0,57.0,F,0,Judo
3865,28,169.0,60.0,F,1,Fencing
3866,30,164.0,48.0,F,0,Equestrian
3867,22,,,F,0,Athletics
3868,39,180.0,70.0,M,0,Canoe Slalom
3869,25,185.0,77.0,M,0,Badminton
3870,30,176.0,90.0,M,0,Judo
3871,31,168.0,46.0,F,0,Athletics
3872,28,176.0,63.0,F,0,Judo
3873,31,156.0,48.0,F,0,Wrestling
3874,18,170.0,64.0,F,0,Football
3875,23,174.0,73.0,M,0,Football
3876,25,173.0,89.0,F,0,Weightlifting
3877,33,183.0,77.0,M,0,Athletics
3878,25,159.0,46.0,F,0,Athletics
3879,22,208.0,107.0,M,0,Basketball
3880,21,180.0,70.0,F,0,Swimming
3881,28,180.0,70.0,F,0,Athletics
3882,26,174.0,82.0,M,0,Hockey
3883,27,206.0,,M,0,Basketball
3884,26,181.0,73.0,M,0,Judo
3885,27,174.0,76.0,M,0,Football
3886,33,168.0,60.0,M,0,Wrestling
3887,22,168.0,58.0,M,0,Athletics
3888,21,164.0,48.0,F,0,Athletics
3889,28,166.0,63.0,F,0,Wrestling
3890,29,158.0,50.0,F,0,Triathlon
3891,47,177.0,70.0,F,0,Canoe Sprint
3892,26,167.0,54.0,F,0,Athletics
3893,33,197.0,87.0,M,0,Athletics
3894,22,174.0,71.0,M,0,Table Tennis
3895,24,170.0,67.0,F,0,Athletics
3896,27,164.0,52.0,F,0,Athletics
3897,19,,,F,0,Athletics
3898,23,,,M,0,Boxing
3899,18,165.0,56.0,F,0,Swimming
3900,34,187.0,90.0,M,0,Volleyball
3901,20,186.0,84.0,M,0,Sailing
3902,25,173.0,57.0,M,0,Athletics
3903,28,198.0,94.0,M,0,Basketball
3904,33,184.0,81.0,M,0,Canoe Sprint
3905,26,157.0,52.0,F,0,Hockey
3906,21,185.0,78.0,M,0,Athletics
3907,20,179.0,60.0,F,0,Athletics
3908,31,175.0,71.0,M,0,Badminton
3909,29,162.0,57.0,F,0,Fencing
3910,28,187.0,115.0,M,0,Athletics
3911,27,174.0,63.0,F,0,Athletics
3912,31,195.0,87.0,M,0,Athletics
3913,26,182.0,96.0,M,0,Wrestling
3914,25,178.0,90.0,M,1,Judo
3915,26,183.0,69.0,M,0,Cycling - Mountain Bike
3916,30,200.0,105.0,M,0,Handball
3917,25,202.0,94.0,M,0,Volleyball
3918,26,168.0,48.0,F,0,Athletics
3919,26,175.0,71.0,M,0,Diving
3920,22,179.0,76.0,M,0,Football
3921,29,171.0,65.0,M,0,Athletics
3922,16,165.0,49.0,F,0,Athletics
3923,22,181.0,75.0,M,0,Modern Pentathlon
3924,30,198.0,105.0,M,0,Handball
3925,24,174.0,94.0,M,0,Weightlifting
3926,26,184.0,100.0,M,1,Archery
3927,22,175.0,81.0,M,0,Judo
3928,21,175.0,64.0,M,0,Diving
3929,19,185.0,75.0,M,0,Fencing
3930,27,183.0,70.0,M,0,Cycling - Road
3931,33,,,M,0,Hockey
3932,37,184.0,76.0,M,0,Fencing
3933,45,,,M,0,Shooting
3934,32,168.0,45.0,F,0,Athletics
3935,21,,,M,0,Athletics
3936,32,188.0,95.0,M,0,Handball
3937,24,204.0,91.0,M,0,Basketball
